timestamp,acc_mag,heart_rate
2026-04-17T10:26:11+09:00,0.99,104.0
2026-04-17T10:26:12+09:00,0.99,104.0
2026-04-17T10:26:13+09:00,0.99,105.0
2026-04-17T10:26:14+09:00,0.99,105.0
2026-04-17T10:26:15+09:00,0.99,105.0
2026-04-17T10:26:16+09:00,0.99,105.0
2026-04-17T10:26:17+09:00,0.99,105.0
2026-04-17T10:26:18+09:00,0.99,105.0
2026-04-17T10:26:19+09:00,0.99,105.0
2026-04-17T10:26:20+09:00,0.99,105.0
2026-04-17T10:26:21+09:00,0.99,105.0
2026-04-17T10:26:22+09:00,0.99,106.0
2026-04-17T10:26:23+09:00,0.99,107.0
2026-04-17T10:26:24+09:00,0.99,108.0
2026-04-17T10:26:25+09:00,0.99,109.0
2026-04-17T10:26:26+09:00,0.99,110.0
2026-04-17T10:26:27+09:00,0.99,112.0
2026-04-17T10:26:28+09:00,0.99,113.0
2026-04-17T10:26:29+09:00,0.99,114.0
2026-04-17T10:26:30+09:00,0.99,114.0
2026-04-17T10:26:31+09:00,0.99,115.0
2026-04-17T10:26:32+09:00,0.99,116.0
2026-04-17T10:26:33+09:00,0.99,116.0
2026-04-17T10:26:34+09:00,0.99,117.0
2026-04-17T10:26:35+09:00,0.99,118.0
2026-04-17T10:26:36+09:00,0.99,118.0
2026-04-17T10:26:37+09:00,0.99,118.0
2026-04-17T10:26:38+09:00,0.99,117.0
2026-04-17T10:26:39+09:00,0.99,118.0
2026-04-17T10:26:40+09:00,0.99,118.0
2026-04-17T10:26:41+09:00,0.99,118.0
2026-04-17T10:26:42+09:00,0.99,118.0
2026-04-17T10:26:43+09:00,0.99,118.0
2026-04-17T10:26:44+09:00,0.99,117.0
2026-04-17T10:26:45+09:00,0.99,117.0
2026-04-17T10:26:46+09:00,0.99,117.0
2026-04-17T10:26:47+09:00,0.99,117.0
2026-04-17T10:26:48+09:00,0.99,117.0
2026-04-17T10:26:49+09:00,0.99,117.0
2026-04-17T10:26:50+09:00,0.99,117.0
2026-04-17T10:26:51+09:00,0.99,117.0
2026-04-17T10:26:52+09:00,0.99,117.0
2026-04-17T10:26:53+09:00,0.99,117.0
2026-04-17T10:26:54+09:00,0.99,117.0
2026-04-17T10:26:55+09:00,0.99,116.0
2026-04-17T10:26:56+09:00,0.99,116.0
2026-04-17T10:26:57+09:00,0.99,115.0
2026-04-17T10:26:58+09:00,0.99,115.0
2026-04-17T10:26:59+09:00,0.99,114.0
2026-04-17T10:27:00+09:00,0.99,113.0
2026-04-17T10:27:01+09:00,0.99,112.0
2026-04-17T10:27:02+09:00,0.99,112.0
