timestamp,acc_mag,heart_rate
2026-01-30T13:12:23+09:00,1.0,0.0
2026-01-30T13:12:24+09:00,1.0,66.0
2026-01-30T13:12:25+09:00,1.0,66.0
2026-01-30T13:12:26+09:00,1.0,67.0
2026-01-30T13:12:27+09:00,1.0,66.0
2026-01-30T13:12:28+09:00,1.0,66.0
2026-01-30T13:12:29+09:00,1.0,66.0
2026-01-30T13:12:30+09:00,1.0,66.0
2026-01-30T13:12:31+09:00,1.01,67.0
2026-01-30T13:12:32+09:00,1.0,67.0
2026-01-30T13:12:33+09:00,1.0,68.0
2026-01-30T13:12:34+09:00,1.0,68.0
2026-01-30T13:12:35+09:00,1.0,68.0
2026-01-30T13:12:36+09:00,1.0,67.0
2026-01-30T13:12:37+09:00,1.0,67.0
2026-01-30T13:12:38+09:00,0.98,67.0
2026-01-30T13:12:39+09:00,1.0,67.0
2026-01-30T13:12:40+09:00,0.99,67.0
2026-01-30T13:12:41+09:00,1.0,67.0
2026-01-30T13:12:42+09:00,1.0,68.0
2026-01-30T13:12:43+09:00,1.0,69.0
2026-01-30T13:12:44+09:00,1.01,68.0
2026-01-30T13:12:45+09:00,1.01,67.0
2026-01-30T13:12:46+09:00,1.0,67.0
2026-01-30T13:12:47+09:00,1.0,66.0
2026-01-30T13:12:48+09:00,1.0,66.0
2026-01-30T13:12:49+09:00,1.0,65.0
2026-01-30T13:12:50+09:00,1.0,65.0
2026-01-30T13:12:51+09:00,1.0,64.0
2026-01-30T13:12:52+09:00,1.0,65.0
2026-01-30T13:12:53+09:00,1.0,65.0
2026-01-30T13:12:54+09:00,1.0,65.0
2026-01-30T13:12:55+09:00,1.0,65.0
2026-01-30T13:12:56+09:00,1.0,65.0
2026-01-30T13:12:57+09:00,1.0,65.0
2026-01-30T13:12:58+09:00,1.0,64.0
2026-01-30T13:12:59+09:00,1.0,63.0
2026-01-30T13:13:00+09:00,1.0,62.0
2026-01-30T13:13:01+09:00,1.0,62.0
2026-01-30T13:13:02+09:00,1.0,62.0
2026-01-30T13:13:03+09:00,1.0,62.0
2026-01-30T13:13:04+09:00,1.0,63.0
2026-01-30T13:13:05+09:00,1.0,63.0
2026-01-30T13:13:06+09:00,1.0,64.0
2026-01-30T13:13:07+09:00,1.0,64.0
2026-01-30T13:13:08+09:00,1.0,64.0
2026-01-30T13:13:09+09:00,1.0,65.0
2026-01-30T13:13:10+09:00,1.0,65.0
2026-01-30T13:13:11+09:00,1.0,66.0
2026-01-30T13:13:12+09:00,1.0,68.0
2026-01-30T13:13:13+09:00,1.0,69.0
2026-01-30T13:13:14+09:00,1.0,69.0
2026-01-30T13:13:15+09:00,1.0,69.0
2026-01-30T13:13:16+09:00,1.0,68.0
2026-01-30T13:13:17+09:00,1.0,67.0
2026-01-30T13:13:18+09:00,1.0,66.0
2026-01-30T13:13:19+09:00,1.0,65.0
2026-01-30T13:13:20+09:00,1.0,65.0
2026-01-30T13:13:21+09:00,1.0,65.0
2026-01-30T13:13:22+09:00,1.0,64.0
2026-01-30T13:13:23+09:00,1.0,63.0
2026-01-30T13:13:24+09:00,1.0,64.0
2026-01-30T13:13:25+09:00,1.0,64.0
2026-01-30T13:13:26+09:00,1.0,64.0
2026-01-30T13:13:27+09:00,1.0,63.0
2026-01-30T13:13:28+09:00,1.0,63.0
2026-01-30T13:13:29+09:00,1.0,63.0
2026-01-30T13:13:30+09:00,1.0,64.0
2026-01-30T13:13:31+09:00,1.0,64.0
2026-01-30T13:13:32+09:00,1.0,65.0
2026-01-30T13:13:33+09:00,1.0,66.0
2026-01-30T13:13:34+09:00,1.0,67.0
2026-01-30T13:13:35+09:00,1.0,68.0
2026-01-30T13:13:36+09:00,1.0,67.0
2026-01-30T13:13:37+09:00,1.0,66.0
2026-01-30T13:13:38+09:00,1.0,66.0
2026-01-30T13:13:39+09:00,1.0,66.0
2026-01-30T13:13:40+09:00,1.0,66.0
2026-01-30T13:13:41+09:00,1.0,66.0
2026-01-30T13:13:42+09:00,1.0,67.0
2026-01-30T13:13:43+09:00,1.0,67.0
2026-01-30T13:13:44+09:00,1.0,67.0
2026-01-30T13:13:45+09:00,1.0,67.0
